id,name,average,usersrated,number of comments,complexity votes,average complexity,year published,min player number,max player number,min play time,max play time,expected play time,minimum age limit,category,mechanism,game designer,publisher,url,bag of words
224517,Brass: Birmingham,8.5978,45924,6508,2269,3.8775,2018,2,4,60,120,120,14,economic post-napoleonic trains age_of_reason transportation industry_/_manufacturing,loans network_and_route_building market hand_management tech_trees_/_tech_tracks turn_order:_stat-based variable_set-up tags income,matt_tolman gavan_brown martin_wallace,funforge boardm_factory lanlalen gém_klub_kft. cmon_global_limited 盒拍工作室_hepa_studio rebel_sp._z_o.o. ghenos_games lord_of_boards arclight_games conclave_editora dexker_games maldito_games tlama_games phalanx giant_roc board_game_rookie white_goblin_games roxley crowd_games,https://boardgamegeek.com/xmlapi2/thing?id=224517&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,economic post-napoleonic trains age_of_reason transportation industry_/_manufacturing loans network_and_route_building market hand_management tech_trees_/_tech_tracks turn_order:_stat-based variable_set-up tags income matt_tolman gavan_brown martin_wallace funforge boardm_factory lanlalen gém_klub_kft. cmon_global_limited 盒拍工作室_hepa_studio rebel_sp._z_o.o. ghenos_games lord_of_boards arclight_games conclave_editora dexker_games maldito_games tlama_games phalanx giant_roc board_game_rookie white_goblin_games roxley crowd_games
161936,Pandemic Legacy: Season 1,8.52747,53515,8031,1467,2.8303,2015,2,4,60,60,60,13,medical environmental,variable_player_powers cooperative_game hand_management action_points scenario_/_mission_/_campaign_game legacy_game point_to_point_movement set_collection trading tags,matt_leacock rob_daviau,z-man_games lifestyle_boardgames_ltd hobby_japan devir korea_boardgames asterion_press gém_klub_kft. jolly_thinkers ігромаг mindok filosofia_éditions lacerta,https://boardgamegeek.com/xmlapi2/thing?id=161936&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,medical environmental variable_player_powers cooperative_game hand_management action_points scenario_/_mission_/_campaign_game legacy_game point_to_point_movement set_collection trading tags matt_leacock rob_daviau z-man_games lifestyle_boardgames_ltd hobby_japan devir korea_boardgames asterion_press gém_klub_kft. jolly_thinkers ігромаг mindok filosofia_éditions lacerta
174430,Gloomhaven,8.58904,62182,10902,2584,3.9129,2017,1,4,60,120,120,14,fighting miniatures adventure fantasy exploration,communication_limits variable_player_powers cooperative_game simultaneous_action_selection critical_hits_and_failures legacy_game tags campaign_/_battle_card_driven deck_construction solo_/_solitaire_game action_queue narrative_choice_/_paragraph card_play_conflict_resolution line_of_sight action_retrieval hexagon_grid role_playing hand_management scenario_/_mission_/_campaign_game multi-use_cards modular_board grid_movement once-per-game_abilities,isaac_childres,"games_warehouse mybg_co.,_ltd. arclight_games albi_polska feuerland_spiele korea_boardgames galápagos_jogos gém_klub_kft. hobby_world cephalofair_games albi",https://boardgamegeek.com/xmlapi2/thing?id=174430&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"fighting miniatures adventure fantasy exploration communication_limits variable_player_powers cooperative_game simultaneous_action_selection critical_hits_and_failures legacy_game tags campaign_/_battle_card_driven deck_construction solo_/_solitaire_game action_queue narrative_choice_/_paragraph card_play_conflict_resolution line_of_sight action_retrieval hexagon_grid role_playing hand_management scenario_/_mission_/_campaign_game multi-use_cards modular_board grid_movement once-per-game_abilities isaac_childres games_warehouse mybg_co.,_ltd. arclight_games albi_polska feuerland_spiele korea_boardgames galápagos_jogos gém_klub_kft. hobby_world cephalofair_games albi"
342942,Ark Nova,8.53493,43527,5908,2361,3.7662,2021,1,4,90,150,150,14,economic animals environmental,open_drafting variable_player_powers variable_set-up hand_management increase_value_of_unchosen_resources grid_coverage end_game_bonuses solo_/_solitaire_game race hexagon_grid tile_placement set_collection action_queue tags income,mathias_wigge,capstone_games テンデイズゲームズ(tendaysgames) gém_klub_kft. mindok grok_games cmon_global_limited mipl game_harbor korea_boardgames tower_tactic_games cranio_creations ludofy_creative maldito_games super_meeple white_goblin_games feuerland_spiele portal_games regatul_jocurilor igames lautapelit.fi,https://boardgamegeek.com/xmlapi2/thing?id=342942&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,economic animals environmental open_drafting variable_player_powers variable_set-up hand_management increase_value_of_unchosen_resources grid_coverage end_game_bonuses solo_/_solitaire_game race hexagon_grid tile_placement set_collection action_queue tags income mathias_wigge capstone_games テンデイズゲームズ(tendaysgames) gém_klub_kft. mindok grok_games cmon_global_limited mipl game_harbor korea_boardgames tower_tactic_games cranio_creations ludofy_creative maldito_games super_meeple white_goblin_games feuerland_spiele portal_games regatul_jocurilor igames lautapelit.fi
233078,Twilight Imperium: Fourth Edition,8.60175,23816,3594,1186,4.3187,2017,3,6,240,480,480,14,economic space_exploration political wargame negotiation civilization exploration science_fiction,movement_points variable_player_powers action_drafting follow increase_value_of_unchosen_resources tech_trees_/_tech_tracks race voting hexagon_grid modular_board area-impulse variable_phase_order king_of_the_hill grid_movement dice_rolling trading variable_set-up,christian_t._petersen corey_konieczka dane_beltrami,sternenschimmermeer galakta arclight_games geekach_games edge_entertainment asterion_press galápagos_jogos playfun_games hobby_world adc_blackfire_entertainment fantasy_flight_games,https://boardgamegeek.com/xmlapi2/thing?id=233078&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,economic space_exploration political wargame negotiation civilization exploration science_fiction movement_points variable_player_powers action_drafting follow increase_value_of_unchosen_resources tech_trees_/_tech_tracks race voting hexagon_grid modular_board area-impulse variable_phase_order king_of_the_hill grid_movement dice_rolling trading variable_set-up christian_t._petersen corey_konieczka dane_beltrami sternenschimmermeer galakta arclight_games geekach_games edge_entertainment asterion_press galápagos_jogos playfun_games hobby_world adc_blackfire_entertainment fantasy_flight_games
316554,Dune: Imperium,8.43487,45489,6185,1659,3.0482,2020,1,4,60,120,120,14,science_fiction novel-based movies_/_tv_/_radio_theme political,"variable_player_powers increase_value_of_unchosen_resources force_commitment worker_placement deck,_bag,_and_pool_building delayed_purchase race solo_/_solitaire_game take_that multi-use_cards turn_order:_progressive open_drafting tags card_play_conflict_resolution",paul_dennen,dire_wolf sternenschimmermeer arclight_games yingdi_(旅法师营地) lavka_games geekach_games reflexshop galápagos_jogos broadway_toys_ltd rexhry lucky_duck_games tabletop_kz,https://boardgamegeek.com/xmlapi2/thing?id=316554&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"science_fiction novel-based movies_/_tv_/_radio_theme political variable_player_powers increase_value_of_unchosen_resources force_commitment worker_placement deck,_bag,_and_pool_building delayed_purchase race solo_/_solitaire_game take_that multi-use_cards turn_order:_progressive open_drafting tags card_play_conflict_resolution paul_dennen dire_wolf sternenschimmermeer arclight_games yingdi_(旅法师营地) lavka_games geekach_games reflexshop galápagos_jogos broadway_toys_ltd rexhry lucky_duck_games tabletop_kz"
167791,Terraforming Mars,8.35958,99059,14195,4141,3.263,2016,1,5,120,120,120,12,economic industry_/_manufacturing environmental space_exploration territory_building science_fiction,victory_points_as_a_resource closed_drafting variable_player_powers variable_set-up hand_management end_game_bonuses solo_/_solitaire_game take_that tech_trees_/_tech_tracks contracts hexagon_grid tile_placement turn_order:_progressive set_collection tags income,jacob_fryxelius,"mybg_co.,_ltd. schwerkraft-verlag kaissa_chess_&_games fantasmagoria kilogames superheated_neurons lex_games mindok meeplebr mipl stronghold_games lavka_games korea_boardgames reflexshop rebel_sp._z_o.o. ghenos_games surfin'_meeple_china brädspel.se green_elephant_games arclight_games maldito_games fryxgames neotroy_games intrafin_games siam_board_games lautapelit.fi",https://boardgamegeek.com/xmlapi2/thing?id=167791&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"economic industry_/_manufacturing environmental space_exploration territory_building science_fiction victory_points_as_a_resource closed_drafting variable_player_powers variable_set-up hand_management end_game_bonuses solo_/_solitaire_game take_that tech_trees_/_tech_tracks contracts hexagon_grid tile_placement turn_order:_progressive set_collection tags income jacob_fryxelius mybg_co.,_ltd. schwerkraft-verlag kaissa_chess_&_games fantasmagoria kilogames superheated_neurons lex_games mindok meeplebr mipl stronghold_games lavka_games korea_boardgames reflexshop rebel_sp._z_o.o. ghenos_games surfin'_meeple_china brädspel.se green_elephant_games arclight_games maldito_games fryxgames neotroy_games intrafin_games siam_board_games lautapelit.fi"
115746,War of the Ring: Second Edition,8.54238,21354,3727,1194,4.2152,2011,2,4,150,180,180,13,novel-based fighting miniatures wargame territory_building fantasy,campaign_/_battle_card_driven movement_points team-based_game action_drafting hand_management area_movement events area_majority_/_influence dice_rolling variable_set-up card_play_conflict_resolution,roberto_di_meglio marco_maggi francesco_nepitello,zhiyanjia angry_lion_games galakta heidelberger_spieleverlag schwerkraft-verlag sophisticated_games devir geekach_games red_glove rexhry ares_games planplay gaga_games nuts!_publishing,https://boardgamegeek.com/xmlapi2/thing?id=115746&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,novel-based fighting miniatures wargame territory_building fantasy campaign_/_battle_card_driven movement_points team-based_game action_drafting hand_management area_movement events area_majority_/_influence dice_rolling variable_set-up card_play_conflict_resolution roberto_di_meglio marco_maggi francesco_nepitello zhiyanjia angry_lion_games galakta heidelberger_spieleverlag schwerkraft-verlag sophisticated_games devir geekach_games red_glove rexhry ares_games planplay gaga_games nuts!_publishing
187645,Star Wars: Rebellion,8.42049,32457,4943,1147,3.7411,2016,2,4,180,240,240,14,space_exploration miniatures wargame civil_war movies_/_tv_/_radio_theme science_fiction,"variable_player_powers take_that contracts worker_placement,_different_worker_types tags area_movement events area_majority_/_influence variable_set-up card_play_conflict_resolution team-based_game delayed_purchase die_icon_resolution area-impulse income hand_management hidden_movement dice_rolling once-per-game_abilities",corey_konieczka,galakta heidelberger_spieleverlag geekach_games korea_boardgames edge_entertainment asterion_press galápagos_jogos delta_vision_publishing hobby_world adc_blackfire_entertainment fantasy_flight_games,https://boardgamegeek.com/xmlapi2/thing?id=187645&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"space_exploration miniatures wargame civil_war movies_/_tv_/_radio_theme science_fiction variable_player_powers take_that contracts worker_placement,_different_worker_types tags area_movement events area_majority_/_influence variable_set-up card_play_conflict_resolution team-based_game delayed_purchase die_icon_resolution area-impulse income hand_management hidden_movement dice_rolling once-per-game_abilities corey_konieczka galakta heidelberger_spieleverlag geekach_games korea_boardgames edge_entertainment asterion_press galápagos_jogos delta_vision_publishing hobby_world adc_blackfire_entertainment fantasy_flight_games"
291457,Gloomhaven: Jaws of the Lion,8.44074,34279,4959,1010,3.6426,2020,1,4,30,120,120,14,fighting miniatures adventure fantasy exploration,communication_limits campaign_/_battle_card_driven variable_player_powers cooperative_game simultaneous_action_selection hand_management line_of_sight action_retrieval deck_construction critical_hits_and_failures scenario_/_mission_/_campaign_game solo_/_solitaire_game legacy_game multi-use_cards hexagon_grid grid_movement once-per-game_abilities action_queue,isaac_childres,lord_of_boards arclight_games albi_polska feuerland_spiele meanbook_games korea_boardgames siam_board_games galápagos_jogos gém_klub_kft. hobby_world coolplay cephalofair_games albi,https://boardgamegeek.com/xmlapi2/thing?id=291457&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,fighting miniatures adventure fantasy exploration communication_limits campaign_/_battle_card_driven variable_player_powers cooperative_game simultaneous_action_selection hand_management line_of_sight action_retrieval deck_construction critical_hits_and_failures scenario_/_mission_/_campaign_game solo_/_solitaire_game legacy_game multi-use_cards hexagon_grid grid_movement once-per-game_abilities action_queue isaac_childres lord_of_boards arclight_games albi_polska feuerland_spiele meanbook_games korea_boardgames siam_board_games galápagos_jogos gém_klub_kft. hobby_world coolplay cephalofair_games albi
162886,Spirit Island,8.34435,51537,8193,2876,4.0685,2017,1,4,90,120,120,13,fighting environmental mythology territory_building fantasy,campaign_/_battle_card_driven variable_player_powers automatic_resource_growth cooperative_game simultaneous_action_selection hand_management action_retrieval solo_/_solitaire_game area_majority_/_influence modular_board variable_set-up tags,r._eric_reuss,"fabled_nexus intrafin_games engames boardm_factory fox_in_the_box arrakis_games ace_studios rexhry siam_board_games gém_klub_kft. pegasus_spiele greater_than_games,_llc hobby_world ghenos_games games7days one_moment_games 999_games lacerta",https://boardgamegeek.com/xmlapi2/thing?id=162886&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"fighting environmental mythology territory_building fantasy campaign_/_battle_card_driven variable_player_powers automatic_resource_growth cooperative_game simultaneous_action_selection hand_management action_retrieval solo_/_solitaire_game area_majority_/_influence modular_board variable_set-up tags r._eric_reuss fabled_nexus intrafin_games engames boardm_factory fox_in_the_box arrakis_games ace_studios rexhry siam_board_games gém_klub_kft. pegasus_spiele greater_than_games,_llc hobby_world ghenos_games games7days one_moment_games 999_games lacerta"
220308,Gaia Project,8.37727,27148,3870,1708,4.3923,2017,1,4,60,150,150,12,economic space_exploration miniatures territory_building civilization science_fiction,victory_points_as_a_resource variable_player_powers network_and_route_building end_game_bonuses solo_/_solitaire_game tech_trees_/_tech_tracks hexagon_grid modular_board variable_set-up turn_order:_pass_order tags income,jens_drögemüller helge_ostertag,rozum mandala_jogos super_meeple z-man_games white_goblin_games dicetree_games tlama_games feuerland_spiele capstone_games portal_games game_harbor reflexshop テンデイズゲームズ(tendaysgames) edge_entertainment games_factory maldito_games cranio_creations hobby_world,https://boardgamegeek.com/xmlapi2/thing?id=220308&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,economic space_exploration miniatures territory_building civilization science_fiction victory_points_as_a_resource variable_player_powers network_and_route_building end_game_bonuses solo_/_solitaire_game tech_trees_/_tech_tracks hexagon_grid modular_board variable_set-up turn_order:_pass_order tags income jens_drögemüller helge_ostertag rozum mandala_jogos super_meeple z-man_games white_goblin_games dicetree_games tlama_games feuerland_spiele capstone_games portal_games game_harbor reflexshop テンデイズゲームズ(tendaysgames) edge_entertainment games_factory maldito_games cranio_creations hobby_world
12333,Twilight Struggle,8.24711,48800,10086,3961,3.6097,2005,2,2,120,180,180,13,wargame political modern_warfare,campaign_/_battle_card_driven simultaneous_action_selection hand_management action/event events advantage_token simulation sudden_death_ending area_majority_/_influence tug_of_war dice_rolling variable_set-up,jason_matthews ananda_gupta,phalanx wargames_club_publishing dicetree_games chrononauts_games devir udo_grebe_gamedesign bard_centrum_gier asterion_press pixie_games mindok gaga_games gmt_games,https://boardgamegeek.com/xmlapi2/thing?id=12333&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,wargame political modern_warfare campaign_/_battle_card_driven simultaneous_action_selection hand_management action/event events advantage_token simulation sudden_death_ending area_majority_/_influence tug_of_war dice_rolling variable_set-up jason_matthews ananda_gupta phalanx wargames_club_publishing dicetree_games chrononauts_games devir udo_grebe_gamedesign bard_centrum_gier asterion_press pixie_games mindok gaga_games gmt_games
182028,Through the Ages: A New Story of Civilization,8.29018,31646,4707,1583,4.4359,2015,2,4,120,120,120,14,economic civilization card_game,action_points events take_that open_drafting auction:_dutch tags income auction/bidding,vlaada_chvátil,"heidelbär_games czech_games_edition feelindigo new_games_order,_llc heidelberger_spieleverlag dicetree_games eagle-gryphon_games hakubia devir rebel_sp._z_o.o. gém_klub_kft. iello mindok cranio_creations gaga_games one_moment_games",https://boardgamegeek.com/xmlapi2/thing?id=182028&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"economic civilization card_game action_points events take_that open_drafting auction:_dutch tags income auction/bidding vlaada_chvátil heidelbär_games czech_games_edition feelindigo new_games_order,_llc heidelberger_spieleverlag dicetree_games eagle-gryphon_games hakubia devir rebel_sp._z_o.o. gém_klub_kft. iello mindok cranio_creations gaga_games one_moment_games"
193738,Great Western Trail,8.1943,40866,5297,1600,3.6994,2016,2,4,75,150,150,12,economic american_west animals,"hand_management deck,_bag,_and_pool_building track_movement set_collection ownership variable_set-up",alexander_pfister,zvezda gigamic arclight_games lacerta conclave_editora stronghold_games korea_boardgames uplay.it_edizioni yoka_games broadway_toys_ltd pegasus_spiele delta_vision_publishing ediciones_masqueoca ludicus mindok plan_b_games 999_games eggertspiele,https://boardgamegeek.com/xmlapi2/thing?id=193738&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"economic american_west animals hand_management deck,_bag,_and_pool_building track_movement set_collection ownership variable_set-up alexander_pfister zvezda gigamic arclight_games lacerta conclave_editora stronghold_games korea_boardgames uplay.it_edizioni yoka_games broadway_toys_ltd pegasus_spiele delta_vision_publishing ediciones_masqueoca ludicus mindok plan_b_games 999_games eggertspiele"
84876,The Castles of Burgundy,8.14108,62284,9728,2940,2.9782,2011,2,4,30,90,90,12,territory_building dice medieval,grid_coverage end_game_bonuses hexagon_grid pattern_building tile_placement turn_order:_stat-based dice_rolling open_drafting variable_set-up,stefan_feld,ravensburger giochi_uniti rebel_sp._z_o.o. broadway_toys_ltd alea grow_jogos_e_brinquedos hobby_world maldito_games,https://boardgamegeek.com/xmlapi2/thing?id=84876&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,territory_building dice medieval grid_coverage end_game_bonuses hexagon_grid pattern_building tile_placement turn_order:_stat-based dice_rolling open_drafting variable_set-up stefan_feld ravensburger giochi_uniti rebel_sp._z_o.o. broadway_toys_ltd alea grow_jogos_e_brinquedos hobby_world maldito_games
169786,Scythe,8.14427,83487,12472,3301,3.4453,2016,1,5,90,115,115,14,economic fighting science_fiction territory_building,victory_points_as_a_resource movement_points variable_player_powers variable_set-up force_commitment end_game_bonuses solo_/_solitaire_game take_that tech_trees_/_tech_tracks contracts area_majority_/_influence hexagon_grid zone_of_control king_of_the_hill grid_movement narrative_choice_/_paragraph card_play_conflict_resolution,jamey_stegmaier,planeta_igor matagot playfun_games albi geekach_games korea_boardgames ghenos_games fire_on_board_jogos surfin'_meeple_china angry_lion_games ludofy_creative arclight_games galápagos_jogos maldito_games phalanx feuerland_spiele crowd_games stonemaier_games delta_vision_publishing morning,https://boardgamegeek.com/xmlapi2/thing?id=169786&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,economic fighting science_fiction territory_building victory_points_as_a_resource movement_points variable_player_powers variable_set-up force_commitment end_game_bonuses solo_/_solitaire_game take_that tech_trees_/_tech_tracks contracts area_majority_/_influence hexagon_grid zone_of_control king_of_the_hill grid_movement narrative_choice_/_paragraph card_play_conflict_resolution jamey_stegmaier planeta_igor matagot playfun_games albi geekach_games korea_boardgames ghenos_games fire_on_board_jogos surfin'_meeple_china angry_lion_games ludofy_creative arclight_games galápagos_jogos maldito_games phalanx feuerland_spiele crowd_games stonemaier_games delta_vision_publishing morning
246900,Eclipse: Second Dawn for the Galaxy,8.46059,13591,1968,484,3.6467,2020,2,6,60,200,200,14,space_exploration wargame civilization exploration science_fiction,alliances variable_player_powers tech_trees_/_tech_tracks area_majority_/_influence hexagon_grid modular_board area-impulse grid_movement dice_rolling passed_action_token income,touko_tahkokallio,sternenschimmermeer arclight_games crowd_games matagot uplay.it_edizioni surfin'_meeple_china maldito_games lautapelit.fi meeplebr tlama_games pegasus_spiele,https://boardgamegeek.com/xmlapi2/thing?id=246900&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,space_exploration wargame civilization exploration science_fiction alliances variable_player_powers tech_trees_/_tech_tracks area_majority_/_influence hexagon_grid modular_board area-impulse grid_movement dice_rolling passed_action_token income touko_tahkokallio sternenschimmermeer arclight_games crowd_games matagot uplay.it_edizioni surfin'_meeple_china maldito_games lautapelit.fi meeplebr tlama_games pegasus_spiele
173346,7 Wonders Duel,8.09577,94651,12656,3032,2.2282,2015,2,2,30,30,30,10,economic city_building card_game civilization ancient,victory_points_as_a_resource variable_player_powers variable_set-up market end_game_bonuses tech_trees_/_tech_tracks tug_of_war sudden_death_ending layering multi-use_cards modular_board set_collection once-per-game_abilities open_drafting tags income,bruno_cathala antoine_bauza,kaissa_chess_&_games hobby_japan gém_klub_kft. ігромаг coolplay kadabra korea_boardgames rebel_sp._z_o.o. boardgame_space ludicus galápagos_jogos repos_production pridemage_games ponva_d.o.o. sombreros_production siam_board_games asterion_press adc_blackfire_entertainment lautapelit.fi lifestyle_boardgames_ltd,https://boardgamegeek.com/xmlapi2/thing?id=173346&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,economic city_building card_game civilization ancient victory_points_as_a_resource variable_player_powers variable_set-up market end_game_bonuses tech_trees_/_tech_tracks tug_of_war sudden_death_ending layering multi-use_cards modular_board set_collection once-per-game_abilities open_drafting tags income bruno_cathala antoine_bauza kaissa_chess_&_games hobby_japan gém_klub_kft. ігромаг coolplay kadabra korea_boardgames rebel_sp._z_o.o. boardgame_space ludicus galápagos_jogos repos_production pridemage_games ponva_d.o.o. sombreros_production siam_board_games asterion_press adc_blackfire_entertainment lautapelit.fi lifestyle_boardgames_ltd
28720,Brass: Lancashire,8.19417,24932,5192,1669,3.8562,2007,2,4,60,120,120,14,economic transportation industry_/_manufacturing post-napoleonic,loans network_and_route_building market hand_management tech_trees_/_tech_tracks turn_order:_stat-based income,martin_wallace,"phalanx giant_roc funforge arclight_games wargames_club_publishing white_goblin_games conclave_editora boardm_factory dexker_games roxley eagle-gryphon_games crowd_games rebel_sp._z_o.o. maldito_games ghenos_games warfrog_games fred_distribution,_inc. pegasus_spiele",https://boardgamegeek.com/xmlapi2/thing?id=28720&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"economic transportation industry_/_manufacturing post-napoleonic loans network_and_route_building market hand_management tech_trees_/_tech_tracks turn_order:_stat-based income martin_wallace phalanx giant_roc funforge arclight_games wargames_club_publishing white_goblin_games conclave_editora boardm_factory dexker_games roxley eagle-gryphon_games crowd_games rebel_sp._z_o.o. maldito_games ghenos_games warfrog_games fred_distribution,_inc. pegasus_spiele"
167355,Nemesis,8.27099,30528,4763,1130,3.4681,2018,1,5,90,180,180,12,horror science_fiction miniatures adventure,campaign_/_battle_card_driven team-based_game variable_player_powers cooperative_game hand_management hidden_roles solo_/_solitaire_game modular_board traitor_game dice_rolling semi-cooperative_game player_elimination interrupts,adam_kwapiński,funforge arclight_games rebel_studio geekach_games korea_boardgames rebel_sp._z_o.o. galápagos_jogos delta_vision_publishing hobby_world asmodee mindok cranio_creations awaken_realms,https://boardgamegeek.com/xmlapi2/thing?id=167355&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,horror science_fiction miniatures adventure campaign_/_battle_card_driven team-based_game variable_player_powers cooperative_game hand_management hidden_roles solo_/_solitaire_game modular_board traitor_game dice_rolling semi-cooperative_game player_elimination interrupts adam_kwapiński funforge arclight_games rebel_studio geekach_games korea_boardgames rebel_sp._z_o.o. galápagos_jogos delta_vision_publishing hobby_world asmodee mindok cranio_creations awaken_realms
266507,Clank! Legacy: Acquisitions Incorporated,8.53703,9428,1490,145,2.731,2019,2,4,90,120,120,13,fantasy miniatures adventure,"movement_points variable_player_powers variable_set-up pick-up_and_deliver deck,_bag,_and_pool_building end_game_bonuses delayed_purchase events scenario_/_mission_/_campaign_game legacy_game player_elimination point_to_point_movement push_your_luck set_collection map_addition open_drafting once-per-game_abilities narrative_choice_/_paragraph",paul_dennen andy_clautice,dire_wolf origames renegade_game_studios schwerkraft-verlag penny_arcade devir korea_boardgames lucrum_games,https://boardgamegeek.com/xmlapi2/thing?id=266507&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"fantasy miniatures adventure movement_points variable_player_powers variable_set-up pick-up_and_deliver deck,_bag,_and_pool_building end_game_bonuses delayed_purchase events scenario_/_mission_/_campaign_game legacy_game player_elimination point_to_point_movement push_your_luck set_collection map_addition open_drafting once-per-game_abilities narrative_choice_/_paragraph paul_dennen andy_clautice dire_wolf origames renegade_game_studios schwerkraft-verlag penny_arcade devir korea_boardgames lucrum_games"
177736,A Feast for Odin,8.17215,28519,4421,1051,3.8582,2016,1,4,30,120,120,12,economic medieval industry_/_manufacturing farming puzzle,automatic_resource_growth worker_placement grid_coverage solo_/_solitaire_game tile_placement push_your_luck dice_rolling turn_order:_pass_order income,uwe_rosenberg,mandala_jogos super_meeple z-man_games white_goblin_games feuerland_spiele game_harbor devir korea_boardgames rebel_sp._z_o.o. テンデイズゲームズ(tendaysgames) filosofia_éditions hobby_world maldito_games cranio_creations tlama_games lacerta,https://boardgamegeek.com/xmlapi2/thing?id=177736&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,economic medieval industry_/_manufacturing farming puzzle automatic_resource_growth worker_placement grid_coverage solo_/_solitaire_game tile_placement push_your_luck dice_rolling turn_order:_pass_order income uwe_rosenberg mandala_jogos super_meeple z-man_games white_goblin_games feuerland_spiele game_harbor devir korea_boardgames rebel_sp._z_o.o. テンデイズゲームズ(tendaysgames) filosofia_éditions hobby_world maldito_games cranio_creations tlama_games lacerta
124361,Concordia,8.09471,40486,6320,1618,2.9883,2013,2,5,100,100,100,13,economic ancient nautical,"movement_points hand_management action_retrieval deck,_bag,_and_pool_building hidden_victory_points end_game_bonuses advantage_token investment point_to_point_movement set_collection open_drafting auction:_dutch variable_set-up",mac_gerdts,"pd-verlag new_games_order,_llc heidelberger_spieleverlag egmont_polska crowd_games korea_boardgames gém_klub_kft. ediciones_masqueoca playfun_games lex_games rio_grande_games cranio_creations ystari_games 999_games",https://boardgamegeek.com/xmlapi2/thing?id=124361&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"economic ancient nautical movement_points hand_management action_retrieval deck,_bag,_and_pool_building hidden_victory_points end_game_bonuses advantage_token investment point_to_point_movement set_collection open_drafting auction:_dutch variable_set-up mac_gerdts pd-verlag new_games_order,_llc heidelberger_spieleverlag egmont_polska crowd_games korea_boardgames gém_klub_kft. ediciones_masqueoca playfun_games lex_games rio_grande_games cranio_creations ystari_games 999_games"
205637,Arkham Horror: The Card Game,8.13085,43115,6769,1447,3.5411,2016,1,2,60,120,120,14,novel-based card_game collectible_components adventure horror exploration,communication_limits variable_player_powers cooperative_game hand_management map_deformation action_points deck_construction area_movement events scenario_/_mission_/_campaign_game solo_/_solitaire_game modular_board push_your_luck stat_check_resolution role_playing,mj_newman nate_french,galakta arclight_games heidelberger_spieleverlag korea_boardgames edge_entertainment asterion_press galápagos_jogos ігромаг hobby_world asmodee fantasy_flight_games,https://boardgamegeek.com/xmlapi2/thing?id=205637&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,novel-based card_game collectible_components adventure horror exploration communication_limits variable_player_powers cooperative_game hand_management map_deformation action_points deck_construction area_movement events scenario_/_mission_/_campaign_game solo_/_solitaire_game modular_board push_your_luck stat_check_resolution role_playing mj_newman nate_french galakta arclight_games heidelberger_spieleverlag korea_boardgames edge_entertainment asterion_press galápagos_jogos ігромаг hobby_world asmodee fantasy_flight_games
341169,Great Western Trail: Second Edition,8.34021,12653,1429,404,3.7203,2021,1,4,75,150,150,12,economic american_west animals,"variable_set-up hand_management deck,_bag,_and_pool_building solo_/_solitaire_game track_movement set_collection ownership tags",alexander_pfister,本长文化 arclight_games lacerta yayoi_the_dreamer korea_boardgames galápagos_jogos rebel_sp._z_o.o. ediciones_masqueoca delta_vision_publishing ghenos_games coolplay zvezda eggertspiele,https://boardgamegeek.com/xmlapi2/thing?id=341169&type=boardgame&versions=1&stats=1&marketplace=1&ratingcomments=1,"economic american_west animals variable_set-up hand_management deck,_bag,_and_pool_building solo_/_solitaire_game track_movement set_collection ownership tags alexander_pfister 本长文化 arclight_games lacerta yayoi_the_dreamer korea_boardgames galápagos_jogos rebel_sp._z_o.o. ediciones_masqueoca delta_vision_publishing ghenos_games coolplay zvezda eggertspiele"
